,highly_variable
5330439A09Rik,False
Wdr17,False
Gpm6a,False
Glra3,False
Hpgd,False
Cep44,False
Fbxo8,False
Scrg1,True
Sap30,False
Hmgb2,True
Galnt7,True
Gm45359,False
Galntl6,False
BC030500,False
Aadat,False
Mfap3l,False
Gm45650,True
Hpf1,False
Clcn3,False
B230317F23Rik,False
Nek1,False
Sh3rf1,False
Cbr4,False
Palld,False
Ddx60,False
Spock3,False
Tll1,True
Cpe,False
Msmo1,False
Klhl2,False
Tmem192,False
Apela,True
March1,False
Tma16,False
Gm32568,True
Tktl2,False
Npy5r,False
Npy1r,False
Naf1,False
Gm39185,False
Nat1,True
Nat2,False
Psd3,False
Gm15991,False
Sh2d4a,False
Csgalnact1,False
Ints10,False
Lpl,False
Slc18a1,True
Atp6v1b2,False
Lzts1,False
Zfp930,False
D130040H23Rik,True
Gm43263,False
Zfp868,False
Zfp964,False
Zfp869,False
Zfp963,False
Zfp866,False
Atp13a1,False
Gmip,False
Lpar2,False
Pbx4,False
Cilp2,False
Yjefn3,False
Ndufa13,False
Tssk6,False
Gatad2a,True
Mau2,False
Sugp1,False
Tm6sf2,False
Hapln4,False
Ncan,False
Rfxank,False
Nr2c2ap,False
Borcs8,False
Mef2b,False
Tmem161a,False
Slc25a42,False
Armc6,False
Sugp2,False
Homer3,True
Ddx49,False
Cope,False
Cers1,False
Upf1,False
Comp,False
Crtc1,False
Klhl26,False
Tmem59l,False
Crlf1,True
Rex1bd,False
Uba52,False
Kxd1,False
Fkbp8,False
Ell,False
Isyna1,False
Ssbp4,False
Lrrc25,False
Gdf15,False
Pgpep1,False
Lsm4,False
Jund,False
Gm11175,False
Gm16486,False
Gm3336,False
Pde4c,False
Rab3a,False
Mpv17l2,False
Pik3r2,False
2010320M18Rik,False
Mast3,False
Il12rb1,True
Arrdc2,False
Kcnn1,False
Ccdc124,False
Slc5a5,False
Rpl18a,False
Map1s,False
Haus8,False
Myo9b,False
Use1,False
Ocel1,False
Nr2f6,False
Ushbp1,False
Babam1,False
Abhd8,False
Mrpl34,False
Dda1,False
Ano8,False
Gtpbp3,False
Plvap,False
Bst2,True
Mvb12a,False
Tmem221,False
Nxnl1,False
Slc27a1,False
Pgls,False
Fam129c,False
Colgalt1,False
Unc13a,False
Jak3,False
B3gnt3,False
Fcho1,False
Gm35572,False
Zfp709,False
Zfp882,False
Zfp617,False
Zfp961,False
Cyp4f18,False
Tpm4,True
Gm26586,False
Rab8a,False
Cib3,False
Fam32a,False
Ap1m1,False
Gm10282,True
Klf2,True
Eps15l1,False
Calr3,False
1700030K09Rik,False
Cherp,False
Slc35e1,False
Gm17435,False
Med26,False
Smim7,False
Tmem38a,False
Nwd1,False
Sin3b,False
F2rl3,False
Large1,False
Hmgxb4,False
Tom1,False
Hmox1,False
Mcm5,False
Rasd2,False
Iqcm,False
Nr3c2,True
Arhgap10,False
0610038B21Rik,False
Prmt9,False
Tmem184c,False
Ednra,False
Ttc29,False
Rbmxl1,False
Slc10a7,False
Lsm6,False
Zfp827,False
Mmaa,False
Smad1,False
Otud4,False
Abce1,False
Anapc10,False
Hhip,True
Gypa,True
Frem3,False
Smarca5,False
Gab1,True
Gm31105,False
Usp38,False
Inpp4b,False
Il15,False
Zfp330,False
Rnf150,False
Gm10645,False
Tbc1d9,False
Elmod2,False
Clgn,False
Scoc,False
Ndufb7,False
Tecr,False
Dnajb1,False
Gipc1,False
Pkn1,False
Ptger1,False
Ddx39,False
Adgre5,False
Gm26721,False
Adgrl1,False
Gm10644,False
Asf1b,False
Prkaca,False
Samd1,False
2210011C24Rik,False
Palm3,False
Il27ra,False
Gm10643,False
C330011M18Rik,False
Rfx1,False
Dcaf15,False
Cc2d1a,False
4930432K21Rik,False
Nanos3,False
Gm26532,False
Zswim4,False
D8Ertd738e,False
Mri1,False
Ccdc130,False
Cacna1a,False
Ier2,False
Gm26664,False
Nacc1,False
Trmt1,False
Nfix,True
Lyl1,False
G430095P16Rik,True
Dand5,False
Gadd45gip1,False
Rad23a,False
Calr,False
Farsa,False
Syce2,False
Gcdh,False
Klf1,False
Dnase2a,False
Mast1,False
Rtbdn,False
Rnaseh2a,False
Prdx2,False
Junb,False
Hook2,False
Asna1,False
Trir,False
Tnpo2,False
Fbxw9,False
Gm5741,True
Dhps,False
Wdr83,False
Wdr83os,False
Man2b1,False
Zfp791,False
Gm42031,False
Vps35,False
Orc6,False
Mylk3,False
4921524J17Rik,False
Gpt2,False
Dnaja2,False
Neto2,False
Itfg1,False
Phkb,False
Abcc12,False
Lonp2,False
Siah1a,False
Gm10638,False
N4bp1,False
Gm27168,False
Gm2694,True
Cbln1,True
Zfp423,True
Cnep1r1,False
Heatr3,False
9430002A10Rik,False
Papd5,False
Adcy7,False
Brd7,False
Nkd1,True
Snx20,False
Nod2,True
Cyld,False
Sall1,False
Tox3,False
Gm19935,True
Chd9,False
Rbl2,False
Aktip,False
Rpgrip1l,False
Fto,False
Gm36325,False
Irx3,False
Irx3os,False
Irx5,False
Irx6,False
Mmp2,False
Gm45472,False
Lpcat2,False
Ces1a,True
Ces1d,True
Ces5a,False
Gm45708,False
Gm26843,False
Gm30606,False
4930488L21Rik,False
Gnao1,False
Amfr,False
Nudt21,False
Ogfod1,False
Bbs2,False
Mt3,False
Gm45774,False
Mt2,True
Mt1,True
Gm39228,False
Nup93,False
C78859,False
Slc12a3,False
Gm15890,False
Herpud1,False
Nlrc5,False
Cpne2,False
Fam192a,False
Rspry1,False
Arl2bp,False
Pllp,True
Gm45767,False
Ccl22,True
Cx3cl1,False
Ccl17,False
Ciapin1,False
Coq9,False
Polr2c,False
Dok4,False
Ccdc102a,False
Adgrg5,False
Adgrg1,False
Adgrg3,False
Drc7,True
Katnb1,False
Kifc3,False
Cngb1,False
Tepp,False
Zfp319,False
Usb1,False
Mmp15,True
Cfap20,False
Csnk2a2,False
4933406B17Rik,False
Ccdc113,False
Prss54,False
Gm31518,False
Gins3,False
Ndrg4,False
Setd6,False
Cnot1,False
4930513N10Rik,False
Sap18b,False
Gm31805,False
Slc38a7,False
Got2,False
Gm32005,False
Gm32122,True
Cdh8,False
A330008L17Rik,False
Cdh11,False
Cdh5,True
Bean1,False
Tk2,False
Cklf,False
Cmtm3,False
Cmtm4,False
Dync1li2,False
K230015D01Rik,False
Terb1,False
Nae1,False
Car7,False
Pdp2,False
Rrad,False
Gm33023,False
Fam96b,False
Ces2g,False
Cbfb,False
D230025D16Rik,False
B3gnt9,True
Tradd,False
Fbxl8,False
Hsf4,False
Nol3,False
4931428F04Rik,False
Gm20163,False
Exoc3l,False
E2f4,False
Elmo3,False
Lrrc29,False
Tmem208,False
Fhod1,False
Slc9a5,False
Plekhg4,False
Lrrc36,True
Tppp3,True
Zdhhc1,False
Atp6v0d1,False
Gm38250,False
Agrp,True
Ripor1,False
Gm5914,False
Ctcf,False
Carmil2,False
Acd,False
Pard6a,False
Enkd1,False
4933405L10Rik,False
Gfod2,False
Ranbp10,False
Tsnaxip1,False
Cenpt,False
Thap11,False
Nutf2,False
Edc4,False
Nrn1l,False
Pskh1,False
Ctrl,False
Gm16156,False
Psmb10,False
Lcat,True
Slc12a4,True
Dus2,False
Dpep2nb,False
Ddx28,False
Nfatc3,False
Esrp2,False
Pla2g15,False
Slc7a6,False
Slc7a6os,False
Prmt7,False
Smpd3,False
Zfp90,False
Cdh3,True
Gm10073,False
Cdh1,True
Tango6,False
Has3,False
Chtf8,False
Utp4,False
Sntb2,False
Vps4a,False
Pdf,False
Cog8,False
Nip7,False
Terf2,False
Cyb5b,False
Nfat5,False
Nqo1,False
Nob1,False
Wwp2,False
Psmd7,False
Zfhx3,True
Gm39244,False
D030068K23Rik,False
Pmfbp1,False
Dhx38,False
Txnl4b,False
Hp,True
Dhodh,False
Ist1,False
Zfp821,False
Atxn1l,False
Ap1g1,False
Gm17344,False
Phlpp2,False
Marveld3,False
Tat,False
Zfp612,False
Calb2,True
Cmtr2,False
Hydin,False
Vac14,False
Mtss1l,False
Il34,False
Gm15894,False
Sf3b3,False
Cog4,False
Fuk,False
St3gal2,False
Ddx19a,False
Ddx19b,False
Aars,False
Clec18a,False
Pdpr,False
Glg1,False
Rfwd3,False
Mlkl,True
Fa2h,True
Wdr59,False
Znrf1,False
Ldhd,False
Zfp1,False
Bcar1,False
Cfdp1,False
Tmem170,False
Chst5,False
Tmem231,False
Gabarapl2,False
Adat1,False
Kars,False
Terf2ip,False
Gm6793,False
Gm26994,False
Cntnap4,False
Gm45904,True
Mon1b,False
Adamts18,True
Nudt7,False
Vat1l,True
Wwox,False
Gm16118,False
Maf,True
Gm45733,False
Dynlrb2,True
Cdyl2,False
Cmc2,False
Cenpn,False
Atmin,False
1700030J22Rik,False
Gcsh,False
Pkd1l2,False
Bco1,False
Gan,False
Cmip,False
Plcg2,False
Sdr42e1,False
Hsd17b2,False
Mphosph6,False
Cdh13,True
Hsbp1,False
Mlycd,False
Osgin1,True
Necab2,True
Slc38a8,False
Mbtps1,False
Hsdl1,False
Dnaaf1,False
Taf1c,False
Adad2,False
Kcng4,True
Gm32352,False
Wfdc1,False
Atp2c2,False
Tldc1,False
Cotl1,False
Klhl36,False
Usp10,False
Crispld2,True
Zdhhc7,False
6430548M08Rik,False
Fam92b,False
A330074K22Rik,False
Gse1,False
Gins2,False
Gm26739,False
1190005I06Rik,True
Emc8,False
Cox4i1,False
Irf8,False
Foxf1,False
Mthfsd,False
Foxc2,True
5033426O07Rik,False
Gm26747,False
Fbxo31,False
Map1lc3b,False
Zcchc14,False
Gm27030,False
Gm45833,False
Jph3,False
Klhdc4,False
Slc7a5,False
Car5a,True
Banp,False
Zfp469,False
Zfpm1,True
Gm45353,False
Zc3h18,False
Cyba,True
Mvd,False
Snai3,False
Rnf166,False
Ctu2,False
Piezo1,False
Cdt1,False
Aprt,False
Galns,False
Trappc2l,False
Cbfa2t3,False
C230057M02Rik,False
Acsf3,False
Cdh15,False
Ankrd11,False
Spg7,False
Rpl13,False
Cpne7,True
Sult5a1,False
Dpep1,False
Chmp1a,False
Spata33,False
Cdk10,False
Spata2l,False
4933417D19Rik,False
Vps9d1,False
Zfp276,False
Fanca,False
Spire2,False
Tcf25,False
Tubb3,False
Def8,False
Afg3l1,False
Dbndd1,True
Gas8,False
Rhou,True
4732419C18Rik,False
Rab4a,False
2810455O05Rik,False
Ccsap,False
Acta1,False
Gm29773,False
Nup133,False
Gm45890,True
Abcb10,False
Taf5l,False
Urb2,False
Gm45732,False
Galnt2,True
Gm15775,False
Pgbd5,False
Cog2,False
Agt,True
Capn9,False
2310022B05Rik,True
Ttc13,False
Arv1,False
Fam89a,False
Trim67,False
2810004N23Rik,False
Gnpat,False
Exoc8,False
Sprtn,False
Egln1,False
Tsnax,False
Disc1,False
Sipa1l2,False
Map10,False
Ntpcr,False
Pcnx2,False
A730098A19Rik,False
Map3k21,False
Kcnk1,False
Slc35f3,False
Coa6,False
Tarbp1,False
Gm26759,False
Irf2bp2,False
Gm31718,False
Tomm20,False
Rbm34,False
Pard3,False
Nrp1,False
Itgb1,True
2610044O15Rik8,False
Gm32856,False
Gm5796,False
Gm2974,False
2610042L04Rik,False
Gm3164,False
Gm3252,False
Gm8281,False
Gm3488,False
Gm8237,False
Gm3248,False
Gm8206,False
Gm3468,False
Gm3411,True
Gm3636,False
Gm3667,False
Gm10406,False
Gm3696,False
Gm3512,False
Gm3739,False
Gm3752,False
Gm3558,False
Gm16741,False
Flnb,False
Dnase1l3,False
Abhd6,False
Rpp14,False
Pxk,False
Pdhb,False
Kctd6,False
Acox2,False
Fam107a,True
4930452B06Rik,False
Gm48371,False
Fhit,False
Gm3839,False
Ptprg,False
3830406C13Rik,False
Fezf2,True
Cadps,False
Synpr,True
Sntn,True
Thoc7,False
Atxn7,False
Psmd6,False
Il3ra,False
Slc4a7,False
Nek10,False
Lrrc3b,False
Oxsm,False
Gm47794,False
Ngly1,False
Top2b,False
Rarb,False
Thrb,False
Nr1d2,False
Rpl15,False
Nkiras1,False
Ube2e1,False
Ube2e2,False
Gm2237,False
Nid2,True
Rtraf,False
Gm48283,False
Gng2,False
Saysd1,False
Kcnk5,False
Nudt13,False
Ecd,False
Fam149b,False
Dnajc9,False
Mrps16,False
Cfap70,False
Anxa7,False
Mss51,False
Ppp3cb,False
1810062O18Rik,False
Usp54,True
2810402E24Rik,False
Synpo2l,False
Sec24c,False
6230400D17Rik,False
Fut11,False
Chchd1,False
Zswim8,False
Ndst2,False
Camk2g,False
Gm30108,False
Plau,False
Vcl,False
Ap3m1,False
Adk,False
Kat6b,False
Dupd1,False
Dusp13,False
Samd8,False
Vdac2,False
Comtd1,False
A430057M04Rik,False
Zfp503,False
Lrmda,False
Kcnma1,False
Dlg5,False
E330034G19Rik,False
Polr3a,False
Rps24,False
Zmiz1os1,False
Gm26660,False
Zmiz1,False
Gm26772,False
Ppif,False
Zcchc24,True
Anxa11,False
Tmem254a,False
Plac9b,False
Slmap,False
Dennd6a,False
Arf4os,False
Arf4,False
Pde12,False
9930004E17Rik,False
Dnah12,True
Appl1,False
Il17rd,False
Arhgef3,False
Fam208a,False
Ccdc66,False
Erc2,False
Gm45645,False
Wnt5a,False
Gm2670,False
Cacna2d3,False
Gm47414,True
Selenok,False
Actr8,False
Il17rb,False
Chdh,False
Cacna1d,False
Dcp1a,False
Tkt,False
Prkcd,True
Rft1,False
Sfmbt1,False
Tmem110,False
Mustn1,False
Itih3,True
Nek4,False
Spcs1,False
Glt8d1,False
Gnl3,False
Pbrm1,False
Smim4,False
Nt5dc2,True
Stab1,True
Nisch,False
Tnnc1,False
Sema3g,False
Phf7,False
Bap1,False
Dnah1,False
Gm35823,False
Capn7,False
Sh3bp5,False
Mettl6,False
Eaf1,False
Colq,False
Hacl1,False
Btd,False
Ankrd28,False
Galnt15,False
Dph3,False
Oxnad1,False
Ncoa4,False
Timm23,False
Parg,False
Gm17210,False
Gm46447,False
Gm48914,False
Ogdhl,False
1700024G13Rik,True
Chat,False
Slc18a3,True
Gm2990,False
Ercc6,False
3425401B19Rik,False
1810011H11Rik,False
Vstm4,False
Wdfy4,False
Lrrc18,False
Arhgap22,False
Mapk8,False
Frmpd2,False
Ptpn20,False
Gdf10,False
Rbp3,False
Zfp488,False
Anxa8,True
Gprin2,False
Syt15,False
Gm49201,False
Fam35a,False
Glud1,False
Fam25c,False
Sncg,True
Mmrn2,False
Bmpr1a,False
Ldb3,False
Opn4,False
Gm49012,False
Gm49024,False
Gm49025,False
Wapl,False
Gm49032,False
Grid1,False
Ccser2,False
Cdhr1,False
2610528A11Rik,False
Ghitm,False
Nrg3,False
Sh2d4b,False
Tspan14,False
Fam213a,False
Dydc2,False
Gm47547,False
Dydc1,False
Gm8104,False
Gm7233,False
AC166344.1,False
Gm7324,False
Gm8113,False
Ear2,True
AC160336.1,False
Ptgdr,False
Ptger2,False
Txndc16,False
Gpr137c,False
Ero1l,False
Psmc6,False
Styx,False
Gnpnat1,False
Fermt2,False
Gm15601,False
Gm49124,False
Ddhd1,False
A530076I17Rik,True
Bmp4,True
Gm15222,False
Cdkn3,False
Cnih1,False
Gm48933,False
Gmfb,False
Cgrrf1,False
Gm34934,False
Samd4,False
2810457G06Rik,False
Gch1,False
Wdhd1,False
Socs4,False
Mapk1ip1l,False
Lgals3,False
Dlgap5,False
Fbxo34,False
Atg14,False
Ktn1,False
Peli2,True
Tmem260,False
4930572G02Rik,False
Otx2,True
Otx2os1,False
Exoc5,False
Ap5m1,False
Naa30,False
Slc35f4,False
3632451O06Rik,False
Ttc5,False
Ccnb1ip1,False
Parp2,False
Tep1,False
Gm26782,False
Klhl33,False
Osgep,False
Apex1,False
Tmem55b,False
Pnp,True
Pnp2,False
Rnase4,True
Ang,False
Rnase6,False
Rnase1,False
Mettl17,False
Slc39a2,False
Ndrg2,True
Tppp2,False
Arhgef40,False
Zfp219,False
Tmem253,False
Gm49086,False
Gm49256,False
Hnrnpc,False
Rpgrip1,False
Supt16,False
Gm26590,False
Chd8,False
Rab2b,False
Tox4,False
Mettl3,False
Sall2,False
Trdc,True
Trac,False
Dad1,False
Abhd4,True
Oxa1l,False
Slc7a7,False
Mrpl52,False
Mmp14,True
Gm10366,False
Lrp10,False
Rem2,False
Prmt5,False
Haus4,False
Ajuba,False
4931414P19Rik,False
Psmb5,False
Psmb11,False
Cdh24,False
Acin1,False
1700123O20Rik,False
Slc7a8,False
Homez,False
Ppp1r3e,False
Bcl2l2,False
Pabpn1,False
Slc22a17,False
Efs,False
Il25,False
Cmtm5,True
Mhrt,False
Myh7,True
Ngdn,False
Zfhx2os,False
Zfhx2,False
Ap1g2,False
Jph4,False
Dhrs2,False
Dhrs4,False
Carmil3,False
Cpne6,True
Nrl,False
Pck2,False
Dcaf11,False
Psme1,False
Emc9,False
Psme2,False
Rnf31,False
Irf9,False
Rec8,False
Ipo4,False
Tm9sf1,False
AC174678.1,False
Tssk4,False
Mdp1,False
Nedd8,False
Gmpr2,False
Tinf2,False
Rabggta,False
Dhrs1,False
Nop9,False
Cideb,False
Ltb4r2,False
Ltb4r1,False
Adcy4,False
Ripk3,True
Nfatc4,False
Nynrin,False
Gm26751,False
Cbln3,False
Khnyn,False
Sdr39u1,False
Cma1,True
Gzmb,True
Rnf17,False
Cenpj,False
Parp4,False
Mphosph8,False
Gm16973,False
Pspc1,False
Zmym5,False
Zmym2,False
Gja3,False
Gjb2,True
Gm4491,False
Gjb6,True
Cryl1,False
Ift88,False
Il17d,False
Eef1akmt1,False
Xpo4,False
Lats2,False
Sap18,False
Ska3,False
Mrpl57,False
Zdhhc20,False
Micu2,False
Fgf9,False
Rcbtb1,True
Phf11b,False
Phf11d,False
Phf11c,False
Setdb2,False
Cab39l,False
Cdadc1,False
Shisa2,False
Atp8a2,False
Gm49336,False
Mtmr6,False
Amer2,False
Spata13,False
C1qtnf9,False
Mipep,False
Tnfrsf19,False
Sacs,False
Sgcg,False
Arl11,False
Ebpl,False
Kpna3,False
Spryd7,False
Trim13,False
Kcnrg,False
Gm27010,True
Gm26916,True
Dleu7,False
Rnaseh2b,False
Gucy1b2,False
Fam124a,False
Ints6,False
4931440J10Rik,False
Gm26536,False
Wdfy2,False
Defb47,False
Defb30,False
Defb42,True
Ctsb,False
Fdft1,False
Neil2,False
Fam167a,False
Tdh,False
Mtmr9,False
Xkr6,False
Pinx1,False
Sox7,False
Gm17116,False
9630015K15Rik,False
Msra,False
Gm47202,False
Mir124a-1hg,False
Kif13b,True
Hmbox1,False
Ints9,False
Extl3,False
Fzd3,False
Fbxo16,False
Zfp395,False
Pnoc,True
Elp3,False
Scara5,False
Pbk,True
Ccdc25,False
Scara3,True
Clu,True
Ephx2,False
Chrna2,False
Ptk2b,True
Trim35,False
Stmn4,True
Adra1a,False
Dpysl2,False
Gm5464,False
Pnma2,False
Bnip3l,False
Ppp2r2a,False
Ebf2,False
Cdca2,False
Kctd9,False
Gnrh1,False
Dock5,True
Gm31107,False
Nefm,True
Nefl,False
Stc1,False
Nkx3-1,True
Slc25a37,False
Gm16677,False
Loxl2,False
R3hcc1,False
Chmp7,False
4930480K23Rik,False
Tnfrsf10b,False
Rhobtb2,False
Pebp4,False
Egr3,True
Bin3,False
Ccar2,False
9930012K11Rik,False
Pdlim2,True
Sorbs3,True
Ppp3cc,False
Slc39a14,False
Piwil2,False
Polr3d,False
Phyhip,False
Bmp1,False
Sftpc,False
Lgi3,True
Reep4,False
Hr,False
Nudt18,False
Fam160b2,False
Dmtn,False
Fgf17,False
Npm2,True
Xpo7,False
Dok2,False
Gfra2,True
Fndc3a,False
Cysltr2,False
Rcbtb2,False
Rb1,False
Lpar6,False
Itm2b,False
Med4,False
Nudt15,False
Sucla2,False
Gm49164,False
Htr2a,False
Esd,False
Lrch1,False
Rubcnl,False
Lcp1,False
Zc3h13,False
Siah3,False
Cog3,False
Slc25a30,False
Gm4285,False
Tpt1,False
Gtf2f2,False
Kctd4,True
Gpalpp1,False
Nufip1,False
2900040C04Rik,True
Tsc22d1,False
4930444M15Rik,False
Serp2,False
4930431P22Rik,False
Lacc1,False
Ccdc122,False
Enox1,False
Dnajc15,False
Epsti1,False
Fam216b,False
Akap11,False
Dgkh,False
Vwa8,False
Gm4632,False
Rgcc,True
Naa16,False
Mtrf1,False
Kbtbd7,False
Kbtbd6,False
Wbp4,False
Elf1,False
Sugt1,False
Cnmd,False
Gm49042,False
4930452G13Rik,True
Pcdh8,True
Gm9748,False
Olfm4,False
Pcdh17,False
9630013A20Rik,True
Gm32913,False
Diaph3,False
Tdrd3,False
Pcdh20,True
Pcdh9,False
Klhl1,False
Dach1,False
Rpl36a-ps1,False
Mzt1,False
Bora,False
Dis3,False
Pibf1,False
Klf5,False
Klf12,False
Gm41231,False
6330576A10Rik,False
Prr30,False
Tbc1d4,False
Commd6,False
Uchl3,False
Lmo7,False
Kctd12,False
Gm26778,False
Cln5,False
Fbxl3,False
Mycbp2,False
AC114585.1,False
Scel,True
Slain1,True
Ednrb,True
D130079A08Rik,False
Pou4f1,True
Rnf219,False
Rbm26,False
Ndfip2,False
Gm10076,False
Spry2,False
Slitrk1,False
Slitrk6,True
Gm48992,False
Slitrk5,False
Tpm3-rs7,False
Mir17hg,False
Gpc5,False
Gpc6,False
Dct,False
Tgds,False
Gpr180,False
Sox21,False
Gm4675,True
Abcc4,False
Cldn10,True
Dzip1,False
Gm49179,False
Dnajc3,False
AC154760.1,False
Uggt2,False
Oxgr1,False
Gm4681,False
Gm48997,False
Mbnl2,False
Rap2a,False
Ipo5,False
Farp1,False
Stk24,False
Dock9,False
1810041H14Rik,False
Ubac2,False
Gpr183,False
A330035P11Rik,False
Tm9sf2,False
Clybl,False
AC154683.1,True
Zic5,False
Zic2,False
Gm10837,False
Pcca,False
Ggact,False
Tmtc4,False
Nalcn,False
Itgbl1,False
Fgf14,False
Gm26870,False
Alkbh8,False
Cwf19l2,False
Gucy1a2,False
Aasdhppt,False
Kbtbd3,False
Msantd4,False
Gria4,False
Casp1,False
Casp4,False
Casp12,False
Pdgfd,False
Dync2h1,False
Dcun1d5,False
Mmp8,False
Tmem123,True
Birc2,False
Birc3,False
Yap1,False
9230110C19Rik,False
Cep126,False
Trpc6,False
Gm32014,False
Pgr,False
Gm16485,False
Arhgap42,False
Cntn5,False
Gm32710,False
Jrkl,False
Ccdc82,False
Maml2,False
Mtmr2,False
Cep57,False
Fam76b,False
Gm34069,False
Sesn3,False
Endod1,True
Kdm4d,False
Cwc15,False
Amotl1,True
Fut4,False
1700012B09Rik,True
Ankrd49,False
Mre11a,False
Gpr83,True
Panx1,False
Vstm5,False
Med17,False
4931406C07Rik,False
Taf1d,False
Cep295,False
Smco4,False
Deup1,False
Slc36a4,False
Fat3,False
Chordc1,False
Naalad2,True
Zfp558,False
Zfp317,False
Olfr77,False
Zfp560,False
Zfp26,False
Gm26733,True
Zfp426,False
Zfp266,False
Zfp846,False
Fbxl12os,False
Gm26521,True
Fbxl12,False
Ubl5,False
Pin1,False
Olfm2,False
Col5a3,False
A230050P20Rik,False
Angptl6,False
Ppan,False
Eif3g,False
Dnmt1,False
S1pr2,False
Mrpl4,False
Icam1,False
Gm47079,False
Icam4,False
Icam5,True
Gm26592,False
Zglp1,False
Gm49373,False
Fdx1l,False
1700084C06Rik,False
Tyk2,False
Cdc37,False
Pde4a,False
Gm16754,False
Keap1,False
S1pr5,True
Atg4d,False
Kri1,False
Cdkn2d,False
Ap1m2,False
Gm39302,True
Slc44a2,False
Ilf3,False
Gm16853,False
Qtrt1,False
Dnm2,True
Tmed1,False
AB124611,False
Carm1,False
Yipf2,False
Timm29,False
Smarca4,False
Ldlr,False
Spc24,False
Kank2,False
Dock6,False
Rab3d,False
Tmem205,False
Ccdc159,False
Plppr2,False
Swsap1,False
Epor,False
Rgl3,False
Ccdc151,False
Prkcsh,False
Elavl3,False
Zfp653,False
Gm16845,False
Ecsit,False
Cnn1,False
Elof1,False
Acp5,False
Pigyl,False
Zfp809,False
Zfp599,False
Zfp810,False
Anln,True
Rp9,False
9530077C05Rik,False
Bbs9,False
Bmper,False
Npsr1,False
Dpy19l1,False
Dpy19l2,False
Herpud2,False
Gm29642,False
Sept7,False
Eepd1,False
Gm30313,False
Gm48393,False
B3gat1,False
Glb1l2,False
Gm1110,False
Acad8,False
Thyn1,False
Vps26b,False
Ncapd3,False
Jam3,True
Igsf9b,False
Spata19,False
Opcml,False
Ntm,False
Snx19,False
Adamts15,False
Adamts8,False
Zbtb44,False
Gm17508,False
St14,False
Aplp2,False
CT025678.1,False
Prdm10,False
Nfrkb,False
Gm31408,False
Barx2,False
Arhgap32,False
Kcnj5,False
Fli1,False
Ets1,False
Kirrel3,False
St3gal4,True
Dcps,False
Tirap,False
Gm39318,False
Srpr,False
Foxred1,False
Fam118b,False
Rpusd4,False
Cdon,False
Ddx25,False
Pus3,False
Hyls1,False
Pate2,False
Chek1,False
Stt3a,False
Ei24,False
Fez1,False
Pknox2,False
Tmem218,False
Slc37a2,True
Ccdc15,False
Hepacam,True
Robo4,False
Robo3,False
Msantd2,False
Esam,True
Vsig2,False
Nrgn,True
Siae,False
Spa17,False
Tbrg1,False
Olfr889,False
Vwa5a,False
Olfr920,False
AW551984,True
Zfp202,False
Scn3b,True
Gramd1b,False
Gm48284,False
Clmp,False
Hspa8,False
Bsx,False
Jhy,False
Ubash3b,True
1700063D05Rik,False
CT025619.1,False
Gm48784,False
Gm35835,False
Sorl1,False
Sc5d,False
Tecta,False
Tbcel,False
Grik4,False
Arhgef12,False
Tmem136,False
Pou2f3,False
Oaf,True
D630033O11Rik,True
Trim29,False
Gm36855,False
Nectin1,False
Thy1,False
Gm49380,False
Usp2,False
Rnf26,False
Mfrp,False
Gm26737,False
Gm10687,True
Mcam,True
Cbl,False
Ccdc153,True
Pdzd3,False
Nlrx1,False
Abcg4,False
Gm48604,False
Hinfp,False
C2cd2l,False
Dpagt1,False
H2afx,False
Hmbs,False
Vps11,False
Hyou1,False
Slc37a4,False
Trappc4,False
Rps25,False
Ccdc84,False
C030014I23Rik,False
Gm47204,False
Bcl9l,False
Gm47232,False
Ddx6,False
Phldb1,True
Arcn1,False
Ift46,False
Tmem25,False
Ttc36,False
Kmt2a,False
AC061963.1,False
Atp5l,False
Ube4a,False
Cd3g,False
Cd3d,False
Cd3e,False
Mpzl2,True
Mpzl3,False
Jaml,True
Gm10684,True
Scn2b,False
Scn4b,True
Tmprss4,False
BC049352,False
Il10ra,False
Fxyd6,True
Fxyd2,False
Dscaml1,False
Cep164,False
Bace1,False
Gm16536,False
Rnf214,False
Pcsk7,False
Tagln,True
Gm48529,False
Sidt2,False
A830035O19Rik,False
Pafah1b2,False
Sik3,False
Apoa1,False
Apoc3,False
Zpr1,False
Bud13,False
Gm31557,False
Gm31614,True
2900052N01Rik,True
Gm31816,False
Cadm1,False
A730065G17Rik,False
Gm40518,False
Nxpe4,False
Nxpe2,False
Rexo2,False
Rbm7,False
Gm5617,False
Nnmt,False
Zbtb16,False
Htr3a,True
Htr3b,True
Usp28,False
Zw10,False
Tmprss5,False
Drd2,False
Ttc12,False
Ncam1,False
Rpl10-ps3,False
Plet1os,False
Plet1,False
Pts,False
Bco2,False
Il18,False
Sdhd,False
Timm8b,False
AU019823,False
Pih1d2,False
Dlat,False
Dixdc1,False
2310030G06Rik,False
Hspb2,False
Cryab,True
1110032A03Rik,False
Fdxacb1,False
Alg9,False
Ppp2r1b,False
Sik2,False
Layn,False
4833427G06Rik,False
Colca2,False
2010007H06Rik,False
Arhgap20,False
Gm6980,False
4933407I05Rik,False
Fdx1,False
Rdx,True
Zc3h12c,False
AI593442,True
Ddx10,False
Exph5,False
Kdelc2,False
4930550C14Rik,False
Atm,True
Npat,False
Acat1,False
Cul5,False
Gm16124,False
